timestamp,service,cpu_percent,memory_usage_bytes,network_rx_bytes_sec,network_tx_bytes_sec
2025-02-07T23:24:23.16493027Z,ipfs7,26.277496339826996,36364288,345854.0364521115,263096.9176212362
2025-02-07T23:24:22.948819927Z,ipfs1,13.182688366485834,34439168,274064.85834840266,215852.44122965643
2025-02-07T23:24:23.027507665Z,ipfs9,15.902432557831245,34664448,316789.288791675,229097.89885331746
2025-02-07T23:24:25.03082446Z,ipfs0,0.34186491462402085,36524032,6183.8922782571035,488.2495216779178
2025-02-07T23:24:26.104633112Z,ipfs0,0.42651746626274784,38633472,30380.522493208784,5909.781312016153
2025-02-07T23:24:27.942722667Z,ipfs0,3.484923744171256,38666240,52586.681058425354,4331.128688545549
2025-02-07T23:24:25.199164127Z,ipfs7,0.2308016328875827,36073472,4274.391889137571,0.0
2025-02-07T23:24:27.133335954Z,ipfs7,2.9325742139655695,36081664,66108.9427977154,8390.67486794084
2025-02-07T23:24:25.494966857Z,ipfs13,0.15538689993470223,36634624,3715.335233160187,1830.3551544498725
2025-02-07T23:24:27.10484794Z,ipfs13,3.517666599994782,36642816,79144.08208344255,8706.892589109459
2025-02-07T23:24:25.296644558Z,ipfs15,1.2300702484624981,38940672,23928.769407049054,5343.9451107372715
2025-02-07T23:24:27.166962554Z,ipfs15,2.854648246982599,38957056,68374.46894057588,7162.953037932587
2025-02-07T23:24:25.85434053Z,ipfs1,1.7074114371136757,34480128,51687.34027075187,9848.49448088335
2025-02-07T23:24:27.589493629Z,ipfs1,3.176838007945121,34508800,59964.7408614687,6038.660567684809
2025-02-07T23:24:24.760678496Z,ipfs14,0.36424892644601853,33484800,7766.409381918268,2544.311429610299
2025-02-07T23:24:25.953637439Z,ipfs14,0.9304594709457744,33501184,35128.6171611933,8119.306698721414
2025-02-07T23:24:27.632767629Z,ipfs14,3.3992603312429646,33492992,62229.84521746381,5278.328658293282
2025-02-07T23:24:25.422129703Z,ipfs10,0.27315598671078456,36069376,5725.111613028458,1984.8549619691019
2025-02-07T23:24:26.553959352Z,ipfs10,5.331366017864874,53587968,77097.26725745034,7924.334926623257
2025-02-07T23:24:28.052107197Z,ipfs10,0.40443267287344103,36093952,27585.392097442975,3233.3254124425625
2025-02-07T23:24:25.680485408Z,ipfs2,0.3639755614195202,37531648,15019.22144248365,3211.321204946597
2025-02-07T23:24:27.414427138Z,ipfs2,0.7019265927003325,37531648,64842.42264158778,6141.497235778359
2025-02-07T23:24:24.802399308Z,ipfs5,0.7143683625369132,35323904,14604.305327075062,4225.841017823994
2025-02-07T23:24:26.203484811Z,ipfs5,0.7626232526934483,35319808,43696.849227562925,8623.316929379731
2025-02-07T23:24:28.069556231Z,ipfs5,3.0201407019664837,35352576,39046.18900021007,3887.3098144123055
2025-02-07T23:24:25.764667211Z,ipfs6,1.3637083024347294,35319808,24439.21193528122,4642.911197930525
2025-02-07T23:24:27.737450664Z,ipfs6,2.839693975465117,35323904,57190.27384157305,5839.466378207841
