timestamp,service,cpu_percent,memory_usage_bytes,network_rx_bytes_sec,network_tx_bytes_sec
2025-02-07T23:06:57.473395037Z,ipfs1,0.08351344661902434,26968064,0.0,0.0
2025-02-07T23:06:59.418471199Z,ipfs1,2.667659258558534,29089792,626.1966113406365,77.11780927840351
2025-02-07T23:06:57.745469792Z,ipfs13,0.0718096297471662,23519232,0.0,0.0
2025-02-07T23:06:59.104045098Z,ipfs13,3.5966335339355324,23601152,666.8747276560163,0.0
2025-02-07T23:06:57.171896503Z,ipfs2,0.09245640295817134,26910720,236.28951752498654,0.0
2025-02-07T23:06:58.648275776Z,ipfs2,0.07166181583455196,26910720,142.23989910449822,0.0
2025-02-07T23:06:56.738052957Z,ipfs14,0.08335062188520462,23633920,118.81119347671711,0.0
2025-02-07T23:06:58.163566894Z,ipfs14,0.054085754331420106,23633920,147.31528417118318,0.0
2025-02-07T23:06:57.516857781Z,ipfs0,0.057546516767720574,25427968,0.0,0.0
2025-02-07T23:06:59.122569869Z,ipfs0,3.076267724224518,25436160,556.7623583805813,93.41650308399015
2025-02-07T23:06:57.334218372Z,ipfs3,0.08563233569259548,24154112,253.7254390891718,0.0
2025-02-07T23:06:59.20688332Z,ipfs3,1.9897877993999988,41218048,541.4751834554233,0.0
2025-02-07T23:06:57.166457458Z,ipfs11,0.07805811552601098,26443776,149.71914050324688,0.0
2025-02-07T23:06:58.297965813Z,ipfs11,0.05815248323476281,26443776,185.59303160030686,0.0
2025-02-07T23:06:59.82814875Z,ipfs11,3.0551407518747853,28573696,1227.3106017285604,35.29008119986276
2025-02-07T23:06:57.007720955Z,ipfs15,0.09591275511579629,28655616,124.0193038742552,0.0
2025-02-07T23:06:58.065131237Z,ipfs15,0.06950939606264735,28655616,198.5982744647067,0.0
2025-02-07T23:06:59.079491824Z,ipfs15,4.44102685437123,28672000,686.1469300839939,0.0
2025-02-07T23:06:57.018171424Z,ipfs4,0.11625746358011382,26308608,0.0,0.0
2025-02-07T23:06:58.871752152Z,ipfs4,0.06641198846988614,26308608,372.25241303185567,0.0
2025-02-07T23:06:56.944257861Z,ipfs5,0.08855155804939635,23879680,327.91956279161775,35.845458280865095
2025-02-07T23:06:58.915411196Z,ipfs5,0.05798633693765175,23879680,404.8389927930542,0.0
2025-02-07T23:06:56.948775766Z,ipfs9,0.08389934154874147,27164672,314.8387662241433,0.0
2025-02-07T23:06:58.668903724Z,ipfs9,2.981173494065558,27172864,153.47695055251702,0.0
2025-02-07T23:06:57.433649108Z,ipfs7,0.05534705784643495,22155264,0.0,0.0
2025-02-07T23:06:58.758151971Z,ipfs7,3.6536751171383655,22175744,240.0902376893353,40.770040362339955
